# nel,B,Pinput,Prad/Pinput,beta,CIII,CIV,OV,OVI,FeXVI,SDLloop_dPhi,SDLloop_dTheta
1.000000000000000000e+00,0.000000000000000000e+00,2.572133678241546040e-01,8.151316165698039296e-01,1.000000000000000000e+00,1.990471425509085790e-01,6.357341861434581132e-01,8.187816819841309268e-01,3.067788049533570760e-01,9.233270321858317864e-01,9.847861792924383906e-01,8.798352993400626598e-01
9.701343358791190141e-01,0.000000000000000000e+00,2.611255856875325243e-01,8.141591464178066229e-01,9.862052285081635006e-01,1.707536700157669396e-01,1.379136164412995136e-01,8.123801872445076677e-01,1.094843417673452279e-02,9.206185775135469207e-01,9.866002867056753445e-01,8.804145056101383426e-01
9.399608233022416215e-01,0.000000000000000000e+00,2.613039634063509808e-01,8.120973125078805310e-01,9.853961764027099335e-01,2.024324114943752140e-01,6.070046564007348655e-01,8.195476106380596981e-01,2.733448381084457868e-01,9.236510944753045793e-01,9.762078441996298039e-01,8.872690401487214329e-01
9.094672209901233373e-01,0.000000000000000000e+00,2.603955380794273911e-01,7.516483577428287877e-01,9.782961037094439760e-01,1.996303668175558876e-01,6.193779904394508540e-01,8.189136384652707656e-01,2.893596693281179633e-01,9.233828626070722523e-01,9.751177085792166466e-01,8.894190890122838367e-01
9.113418538905913024e-01,0.000000000000000000e+00,2.672108523973366623e-01,7.889237154967716492e-01,9.613834751876968454e-01,2.339621098212285311e-01,8.414838105812851854e-01,8.266813125097747239e-01,3.276384227692354933e-01,9.266693439546865863e-01,9.719285885761514976e-01,8.939188662949467679e-01
9.132152650407272532e-01,0.000000000000000000e+00,2.598905123049075616e-01,8.416038925850383157e-01,9.288230256166194465e-01,2.372283539139951880e-01,9.509230697042867497e-01,8.274203113849464275e-01,2.748290399298705111e-01,9.269820123294465475e-01,9.716990337441853143e-01,8.953388297058173517e-01
9.150874560319914863e-01,0.000000000000000000e+00,2.544077642088353741e-01,8.406768518087767150e-01,9.134753541863771531e-01,1.714556167523226538e-01,5.328934642639090447e-01,8.125390050897183247e-01,6.262763164574858266e-02,9.206857729034361171e-01,9.723542522254255971e-01,8.934098958902849663e-01
8.874107230889647369e-01,0.000000000000000000e+00,2.659292232821017787e-01,7.755962108690673817e-01,8.646076247554805860e-01,2.206776480199575674e-01,9.999999999999998890e-01,8.236756576813001329e-01,1.981635665813710201e-01,9.253976597317707942e-01,9.636122537709725933e-01,9.025603134990837217e-01
8.465780834221678930e-01,0.000000000000000000e+00,2.606227192366128431e-01,7.811131400417502535e-01,8.141724372257730380e-01,2.416664483893257442e-01,9.713051689378984221e-01,8.284244454092339893e-01,2.539880746035596548e-01,9.274068586505483935e-01,9.636782949922650943e-01,9.034718203932114999e-01
8.051570488263299907e-01,0.000000000000000000e+00,2.608264186259359185e-01,7.767635069681789739e-01,7.717279983968623469e-01,2.877533768964204430e-01,8.918569389037821482e-01,8.388517702997055903e-01,3.213566505112350757e-01,9.318186308955870301e-01,9.597360047364409397e-01,9.028825481912570172e-01
6.416371517745655950e-01,0.000000000000000000e+00,2.565439023485656111e-01,7.061601555482341919e-01,2.817710950270733150e-01,3.361491734717497737e-01,4.753356213340925729e-01,8.498014844718368987e-01,5.824469210583096412e-01,9.364514245970529949e-01,9.582286840561531349e-01,9.216365731942590678e-01
6.249317730006058724e-01,0.000000000000000000e+00,2.598003031713473909e-01,6.994573396109482477e-01,2.155378163928727275e-01,4.069480400529388309e-01,4.503365353547119643e-01,8.658199697047065380e-01,8.627950075920047812e-01,9.432288012780570829e-01,9.668504642193704868e-01,9.246295372274397906e-01
6.081287428708357368e-01,0.000000000000000000e+00,2.622853912040084001e-01,6.248774743994487402e-01,2.437535308686467062e-01,3.732624212302305677e-01,5.991085454857937309e-01,8.581984834616627200e-01,7.755658900132873512e-01,9.400041715838456380e-01,9.639690483719132175e-01,9.205529328781636433e-01
5.781191902007449812e-01,0.000000000000000000e+00,2.637063597222377709e-01,6.916514847005281741e-01,2.610561807783948751e-01,3.874386120058557204e-01,6.289944283974661099e-01,8.614058950144632965e-01,7.050405237082737475e-01,9.413612185173302338e-01,9.610548018894151667e-01,9.209502466537931031e-01
5.477930352991773333e-01,0.000000000000000000e+00,2.603197999347439673e-01,6.716697067401276033e-01,2.400964912742358237e-01,4.411219969324394752e-01,6.175035751584896371e-01,8.735519441000204610e-01,7.462264031348846416e-01,9.465001782030981747e-01,9.617192563950425210e-01,9.208962677910510486e-01
5.171435265351140842e-01,0.000000000000000000e+00,2.562977195811069198e-01,6.792213138445826193e-01,2.329526615521633204e-01,3.607329116641940780e-01,4.291944498195643387e-01,8.553636391534067407e-01,6.662776521034676769e-01,9.388047568183579550e-01,9.612848628915884319e-01,9.205373156782095112e-01
5.352083359567689769e-01,0.000000000000000000e+00,2.609093290109230079e-01,6.711974137712188870e-01,2.219561579100322035e-01,3.868801167029595200e-01,4.114629454249034701e-01,8.612795335457833490e-01,6.557555017515694917e-01,9.413077553303460521e-01,9.626627909414224860e-01,9.214726468194470721e-01
5.738036421909118445e-01,0.000000000000000000e+00,2.644825706609650329e-01,6.648726374333921996e-01,2.252024479303607052e-01,3.268229527570853943e-01,4.269362330108816828e-01,8.476913952004920816e-01,6.390133370564332616e-01,9.355586516778569006e-01,9.630767869464831321e-01,9.201995082337763865e-01
6.118812016052324054e-01,0.000000000000000000e+00,2.656511779825776465e-01,6.597404379290039422e-01,2.175189238171775230e-01,3.193062532658680341e-01,5.059447011516250425e-01,8.459907162826748594e-01,6.519902884631241236e-01,9.348390991438982889e-01,9.636389025872924563e-01,9.206418124422324212e-01
6.334807951938286052e-01,0.000000000000000000e+00,2.620621757089161008e-01,6.581720049776469406e-01,2.433765101169891309e-01,3.843778278901898160e-01,2.957681794862629943e-01,8.607133821604393553e-01,6.833962657692855824e-01,9.410682182492070558e-01,9.711513004811607175e-01,9.280451217306298073e-01
8.860032874226178023e-01,0.000000000000000000e+00,2.452498903573632205e-01,8.479185937920763472e-01,8.051897410385757681e-01,2.062193250667510858e-01,6.389379923284200791e-01,8.204044127602757586e-01,2.155458740056073186e-01,9.240136050772076448e-01,9.993864394601699175e-01,8.851365023454003111e-01
8.512393112707368203e-01,0.000000000000000000e+00,2.511561440132550338e-01,7.814278918801225160e-01,8.147225727183595723e-01,2.789559342970634459e-01,5.428765989831588756e-01,8.368613188819105098e-01,3.910823662176916571e-01,9.309764764204588872e-01,1.000000000000000000e+00,8.845832418420569443e-01
7.891192791394052719e-01,0.000000000000000000e+00,2.537618872651865587e-01,8.478427997996885734e-01,8.317654805616321312e-01,2.460304347113636270e-01,8.168638630573998860e-01,8.294118122108740110e-01,3.670677493714882278e-01,9.278246108062454534e-01,9.943560524775465481e-01,8.908225650073218205e-01
7.137495030275546881e-01,0.000000000000000000e+00,2.506192797447879261e-01,8.056112872682996695e-01,8.334641720897444372e-01,2.732137769526276072e-01,8.244040692157506012e-01,8.355621361821256032e-01,3.039138030350121422e-01,9.304267958229565094e-01,9.891557412807294725e-01,8.961999624426381095e-01
6.363502089975963116e-01,0.000000000000000000e+00,2.445268556746500455e-01,8.039466979892156973e-01,8.307683741235516450e-01,2.869635405068792222e-01,6.212964594446891420e-01,8.386730671204994936e-01,3.064145645411568974e-01,9.317430220760285486e-01,9.916879951871253596e-01,8.939322113285165239e-01
5.909368517040523017e-01,0.000000000000000000e+00,2.420041770695600114e-01,7.636487004765308839e-01,8.349235980200768736e-01,3.364337670696528892e-01,8.015511628606261096e-01,8.498658747448104567e-01,3.485465053996616991e-01,9.364786679429867311e-01,9.861984824842995323e-01,9.001824743660218342e-01
5.960440949241574415e-01,0.000000000000000000e+00,2.476058525701005930e-01,8.080070047239275022e-01,8.336887356347588707e-01,2.986142440061975156e-01,9.297922264950599924e-01,8.413090785563938079e-01,3.187804103133780043e-01,9.328583112046054948e-01,9.814542278763793703e-01,9.034345490404385171e-01
6.011487033606242036e-01,0.000000000000000000e+00,2.485401701716627443e-01,7.750514833858491714e-01,8.265804804272045558e-01,3.033429380165139078e-01,9.154790781632182739e-01,8.423789617174208821e-01,3.029168291711172856e-01,9.333109758031322700e-01,9.792766358403008908e-01,9.090918048264269302e-01
6.062378511646810963e-01,0.000000000000000000e+00,2.501986930621873384e-01,7.813632682602518198e-01,7.883110549030503122e-01,4.949615842334695870e-01,9.647922062730387438e-01,8.857333345059862362e-01,5.245286012495629091e-01,9.516540907035256902e-01,9.867447102267776771e-01,9.044031059435404529e-01
6.027925910920464148e-01,0.000000000000000000e+00,2.465318047461162454e-01,8.077996308156941696e-01,7.698016703023471408e-01,2.976382323455638579e-01,8.518820138511601359e-01,8.410882525866018034e-01,1.437731008773674990e-01,9.327648803491612739e-01,9.770194149711421971e-01,9.116691410975732435e-01
6.257279562034963050e-01,0.000000000000000000e+00,2.494590653184682871e-01,6.672848041675571995e-01,2.426879409224786954e-01,3.724720431058791137e-01,5.849616453621028223e-01,8.580196577131065094e-01,5.731276727038907559e-01,9.399285109055350862e-01,9.752606239612333638e-01,9.315291498598142761e-01
5.877119772258554420e-01,0.000000000000000000e+00,2.573146545770412796e-01,6.445095727065084379e-01,2.056995425989889270e-01,4.778885990247473403e-01,5.668556896168732706e-01,8.818705133246146355e-01,7.441766909400522323e-01,9.500197417737157313e-01,9.758263380782183916e-01,9.312690436538113570e-01
5.207853982261472225e-01,0.000000000000000000e+00,2.516963666273841493e-01,6.821784265393504576e-01,2.018233848428412358e-01,4.169303499451015860e-01,3.479128877173265355e-01,8.680785013919922743e-01,5.674263991421675257e-01,9.441843797717907050e-01,9.768220139521304191e-01,9.323606158567119273e-01
4.522566088389323724e-01,0.000000000000000000e+00,2.456999300483735382e-01,6.136932490750339753e-01,1.768485226962459578e-01,6.656411124395110734e-01,6.817164971953653119e-01,9.243501603698066615e-01,9.357556681929641851e-01,9.679927626377986538e-01,9.794586897194683672e-01,9.344979112971589785e-01
4.115229378383906678e-01,0.000000000000000000e+00,2.470525284632969498e-01,6.680261784871930342e-01,1.938931151147977872e-01,4.426092747676114714e-01,6.758343497895277219e-01,8.738884457869868783e-01,6.851956022310234928e-01,9.466425511336974408e-01,9.743180921142462481e-01,9.329378186697111497e-01
4.144717791547947172e-01,0.000000000000000000e+00,2.494426636347073512e-01,6.514680010773759022e-01,1.911518327458781030e-01,6.135996735810128611e-01,6.481956814556764090e-01,9.125756071868658115e-01,7.928677558978307616e-01,9.630109818382286413e-01,9.757337918836697099e-01,9.342214907627712783e-01
4.174107512559155353e-01,0.000000000000000000e+00,2.501003494246394343e-01,6.004622123343967832e-01,2.166770793340182522e-01,4.739429578657834430e-01,5.770963789534556687e-01,8.809777985441232806e-01,6.209322816583271454e-01,9.496420366256862478e-01,9.739472046396988603e-01,9.346354403325598525e-01
4.203535618189233602e-01,0.000000000000000000e+00,2.559536896111505033e-01,6.410978180938489146e-01,2.261741477633929520e-01,5.107156992348185209e-01,4.773981880433946223e-01,8.892977568010330680e-01,6.037547827943652301e-01,9.531621878920245594e-01,9.706733306721968546e-01,9.361399610982676922e-01
4.308750977998592191e-01,0.000000000000000000e+00,2.471255915149590532e-01,6.363437417982158451e-01,1.918996513125437176e-01,4.546737882213039983e-01,4.930501865719385535e-01,8.766180831375807170e-01,7.185995086237255691e-01,9.477974531271489145e-01,9.736105215067691887e-01,9.349817733205380010e-01
4.413514721498632554e-01,0.000000000000000000e+00,2.425602083054867464e-01,5.815353892373715805e-01,2.171888109491284524e-01,5.830426305038970414e-01,4.993624635794595701e-01,9.056619718855205559e-01,5.917885094188339856e-01,9.600858419145013034e-01,9.724666568637578834e-01,9.395719287855217594e-01
0.000000000000000000e+00,0.000000000000000000e+00,9.707963317308787587e-01,7.276756855070032337e-02,2.040104213631463992e-01,9.834206054811953646e-01,1.543449667905569811e-01,9.962488553970727523e-01,4.178465794500592079e-01,9.984129011208383586e-01,6.366005254940150238e-01,8.794554894635586706e-01
4.494981889054550095e-02,0.000000000000000000e+00,9.740932630840726247e-01,1.134059695014277835e-02,3.001779746382888803e-01,1.000000000000000000e+00,1.336442820671874809e-01,1.000000000000000000e+00,4.009377396094908619e-01,1.000000000000000000e+00,6.276045492122657166e-01,8.995084807618574096e-01
8.919987811549212608e-02,0.000000000000000000e+00,9.784788873330891867e-01,9.268857859687895662e-02,3.582748840713527727e-01,9.825746485546289488e-01,1.363086155148076628e-01,9.960574547547996760e-01,3.730823378908234567e-01,9.983319200398677040e-01,6.194964447495623361e-01,9.159806449809289042e-01
1.327790731338600594e-01,0.000000000000000000e+00,9.791360296249895789e-01,7.101050495691008102e-02,4.067918365222435995e-01,9.654139756371922232e-01,1.115523289975182131e-01,9.921747939300131769e-01,3.818394957630204534e-01,9.966891770119464811e-01,6.111346388202019142e-01,9.313035864110243978e-01
1.880370210333346392e-01,0.000000000000000000e+00,9.821194196788711750e-01,1.369063180413738756e-01,4.276979096308579642e-01,9.436530901217814460e-01,7.326588557385438349e-02,9.872513193023079170e-01,3.819003018385809245e-01,9.946060685503015364e-01,6.011611896068087546e-01,9.456572523342885450e-01
2.502903531836766504e-01,0.000000000000000000e+00,9.853715592553728975e-01,0.000000000000000000e+00,4.390968185359920284e-01,9.191409044614662349e-01,2.158324212726769886e-02,9.817053536253738111e-01,3.658735146305731600e-01,9.922595858519640544e-01,5.910292037704776291e-01,9.553328283720319281e-01
3.112240026405599380e-01,0.000000000000000000e+00,9.879445126412593758e-01,1.742534831342419377e-01,4.573014515602507046e-01,8.951471365502876587e-01,4.281210235755672500e-03,9.762766817337783509e-01,3.961704136534660581e-01,9.899627298289348509e-01,5.801022613024962027e-01,9.660231258374885055e-01
3.692360511504810816e-01,0.000000000000000000e+00,9.966785983503672064e-01,1.848211480800694417e-01,4.898424399664138562e-01,8.723047962610293027e-01,1.131932522639649275e-01,9.711085242719907917e-01,4.011459829847194847e-01,9.877760967387221314e-01,5.707169842533836857e-01,9.809951786668926754e-01
4.223023704729262917e-01,0.000000000000000000e+00,9.958731425702693763e-01,5.576439717422565501e-02,5.222138192876037976e-01,8.514034394483208645e-01,4.734382954682314626e-02,9.663795209472361147e-01,3.533327602958187263e-01,9.857752685460652309e-01,5.630152674530970458e-01,9.900362116097527476e-01
4.744067705995238526e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.002190756059762933e-01,5.458131345466483708e-01,8.308880745150061253e-01,0.000000000000000000e+00,9.617378496027608747e-01,3.503948115149739806e-01,9.838113902720834192e-01,5.539050140759629315e-01,1.000000000000000000e+00
6.677198748185357857e-01,0.000000000000000000e+00,8.777029273165037893e-03,1.000000000000000000e+00,6.234950679118158590e-01,7.539707198630108964e-01,7.804525700677976685e-01,1.292813231089087189e-01,5.882350545832473188e-01,1.768180092122015878e-01,1.231545037622421290e-01,5.444592219527439880e-01
7.189269424703610412e-01,0.000000000000000000e+00,1.006650823534838146e-02,9.013538889693821776e-01,6.638038889614277238e-01,7.338090579131042457e-01,6.536596208879085212e-01,9.611881597939830879e-02,3.564487260007411784e-01,1.406534022216879842e-01,6.516542573494366053e-02,0.000000000000000000e+00
7.692377469177742455e-01,0.000000000000000000e+00,8.415870899354249701e-03,9.661727861418828445e-01,6.325027539225658302e-01,7.049633034621118899e-01,6.988403210228917306e-01,1.167782944862357786e-01,5.063219527110567331e-01,1.745919971733882470e-01,1.040584755663855887e-01,3.986590083003088703e-01
7.985379898225728468e-01,0.000000000000000000e+00,4.961247340550700713e-03,9.436360210340107857e-01,6.401159553125568280e-01,3.661801315360982967e-01,8.165315177490972687e-02,1.033017182282436330e-02,2.031447943794295607e-01,1.906371372157755761e-01,1.039400359100364213e-01,4.202900680799580568e-01
7.884272773561660230e-01,0.000000000000000000e+00,7.260237092105992218e-03,9.368023643025651381e-01,6.370281643905597591e-01,6.986079666767897045e-01,6.994333136169789134e-01,1.206870439876419621e-01,3.362162319442933978e-01,4.529038002531282636e-02,4.740426411182507849e-02,3.862908333890018309e-01
7.782808764681075075e-01,0.000000000000000000e+00,1.130390665861091826e-02,8.689025072291969298e-01,6.034177944837324503e-01,4.226695995180413945e-01,1.384659895630753201e-01,0.000000000000000000e+00,1.827300237988005449e-02,1.717088235410153541e-01,6.199156688813722837e-02,5.084082015355195772e-02
7.682621724087859150e-01,0.000000000000000000e+00,9.671330851894532898e-03,9.513923062128533115e-01,6.476107655090359572e-01,6.550665101277689528e-01,6.849762695972962945e-01,7.723785784412562361e-02,1.730267042411912648e-01,8.743627852852908777e-02,4.351335691018043406e-02,4.873774017326915065e-01
7.743646714999909975e-01,0.000000000000000000e+00,5.508210667311885800e-03,9.652750034713009075e-01,6.476107655090359572e-01,7.020124012754795917e-01,8.620106796360328394e-01,1.312121167173510017e-01,3.919785035871126144e-01,1.875655244466544191e-01,3.064699014797689358e-02,5.810591169711513126e-01
7.804602775396416448e-01,0.000000000000000000e+00,4.631083059175589156e-03,9.714807586860007005e-01,6.125177599071722767e-01,6.949696126492740378e-01,8.545671921445879837e-01,1.160827868529751283e-01,3.780002338632839631e-01,1.653223599280324585e-01,2.928255621643494067e-02,6.142448292990693171e-01
7.865429848452869521e-01,0.000000000000000000e+00,2.976365691149895909e-03,9.274663670180561814e-01,5.791542130891169649e-01,4.524455437522881818e-01,1.077241590225705981e-01,3.543163943975036201e-02,0.000000000000000000e+00,1.871069346530973565e-01,5.382091121535204081e-02,3.397001006136508572e-01
4.769229765448850245e-01,0.000000000000000000e+00,7.435276585070260680e-03,7.816526177166198686e-01,1.545622357332723240e-01,3.641359276828132208e-01,3.821635471299660303e-01,1.204456748142219702e-01,7.815874044698589707e-01,1.745157318954463355e-01,1.758718794350766501e-02,8.498940766965883409e-01
4.349137039886512568e-01,0.000000000000000000e+00,2.728854940514002791e-03,7.847484142093466009e-01,1.544951127543265912e-01,2.736175482216888222e-01,4.548887125048292068e-01,1.419578941635339930e-01,9.209585555555424019e-01,1.242195477813716753e-01,4.215226456091514251e-02,8.694367373686280320e-01
4.030367314366394282e-01,0.000000000000000000e+00,8.347098121330720488e-04,7.924256853582802851e-01,1.313679449643911923e-01,4.578936081332889430e-01,5.453360779054249319e-01,1.337201243301796572e-01,9.862723616922794978e-01,2.774626376659627969e-01,4.080244449414038854e-02,8.761759818339120987e-01
3.917909129964192161e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.679494933375908827e-01,9.801252834825913141e-02,6.268461947732337780e-01,5.309193514341528086e-01,1.633298567406937796e-01,1.000000000000000222e+00,1.730029148590029875e-01,2.802823882687643930e-02,8.784687135240205613e-01
3.805009254918214623e-01,0.000000000000000000e+00,4.323912546392305600e-03,8.000753451176338960e-01,5.438220987523756378e-02,4.134867715247534381e-01,3.646498644394264854e-01,1.070578938095223531e-01,8.303032765504021473e-01,2.115392622254900212e-01,1.162792606771034798e-02,8.794512504515820117e-01
3.689853732659704733e-01,0.000000000000000000e+00,7.253327030545486664e-03,7.565205917741866237e-01,5.209009098803019100e-02,3.326533258020313299e-01,3.569157601168830851e-01,1.017672265240053830e-01,6.929633883664003680e-01,0.000000000000000000e+00,2.175479152205284095e-03,8.939482244403977873e-01
3.397644138354776189e-01,0.000000000000000000e+00,2.606234214718172737e-03,7.449922042772754160e-01,2.765274422473851246e-02,2.971886741273840338e-01,3.439135421736991827e-01,7.598093013755846670e-02,6.792963121857467090e-01,2.091066753970186598e-01,0.000000000000000000e+00,9.041033134673630567e-01
3.102433562842890069e-01,0.000000000000000000e+00,3.200517346777509431e-04,7.797764924053749436e-01,1.346840484120281900e-02,3.355647833973256500e-01,3.933605360682295160e-01,1.022896586480201986e-01,8.306469124815598626e-01,1.566993287248783506e-01,2.749060556346094586e-02,8.939388835815441636e-01
2.804159726035542199e-01,0.000000000000000000e+00,3.038196110067836742e-04,7.599319826238822850e-01,7.181216625251618524e-02,0.000000000000000000e+00,2.149607879664265919e-01,1.018382871202452300e-01,6.287884647188954901e-01,2.060033117682260606e-01,2.874569893161016410e-02,9.170571947587107253e-01
2.746218656216514731e-01,0.000000000000000000e+00,3.878006537790579245e-03,7.587066063028475860e-01,0.000000000000000000e+00,3.559440756075151757e-01,4.024746333816411337e-01,1.212224449556987826e-01,8.123030679217972949e-01,1.784824669926138307e-01,1.881884469352357314e-02,9.123736123737584691e-01
